Transaction Number,Date,Description,Memo,Amount Debit,Amount Credit,Balance,Check Number,Fees
"20220610000000[-6:CST]*-35.00*0**VENMO PAYMENT 1020583123208",06/10/2022,"VENMO PAYMENT 1020583123208","",-35.00,,"46488.85",,0.00
"20220610000000[-6:CST]*3639.10*501**DONNELLEY FINANC DIRECT DEP 745060266392 L5Z",06/10/2022,"DONNELLEY FINANC DIRECT DEP 745060266392 L5Z","",,3639.10,"46523.85",,0.00
"20220609000000[-6:CST]*-39.64*0**XX3498 POS WITHDRAWAL. TARGET T-1170 Ame s IA 600001 003944",06/09/2022,"XX3498 POS WITHDRAWAL. TARGET T-1170 Ame s IA 600001 003944","",-39.64,,"42884.75",,0.00
"20220609000000[-6:CST]*-21.62*0**XX3498 POS PURCHASE AT FIVE GUYS 4031 Q AMES IA 24229322 744056",06/09/2022,"XX3498 POS PURCHASE AT FIVE GUYS 4031 Q AMES IA 24229322 744056","",-21.62,,"42924.39",,0.00
"20220608000000[-6:CST]*-73.82*0**XX3498 POS WITHDRAWAL. SAMSCLUB #6568 AM ES IA 24656801 891901",06/08/2022,"XX3498 POS WITHDRAWAL. SAMSCLUB #6568 AM ES IA 24656801 891901","",-73.82,,"42946.01",,0.00
"20220608000000[-6:CST]*-23.40*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 03190504 920188",06/08/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 03190504 920188","",-23.40,,"43019.83",,0.00
"20220607000000[-6:CST]*-755.51*0**CHASE CREDIT CRD AUTOPAY 000000000152811",06/07/2022,"CHASE CREDIT CRD AUTOPAY 000000000152811","",-755.51,,"43043.23",,0.00
"20220607000000[-6:CST]*-146.68*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 998812",06/07/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 998812","",-146.68,,"43798.74",,0.00
"20220607000000[-6:CST]*-60.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 847681",06/07/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 847681","",-60.00,,"43945.42",,0.00
"20220607000000[-6:CST]*-39.00*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 56407056 197588",06/07/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 56407056 197588","",-39.00,,"44005.42",,0.00
"20220607000000[-6:CST]*-8.56*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 56406207 171217",06/07/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 56406207 171217","",-8.56,,"44044.42",,0.00
"20220607000000[-6:CST]*-3.25*0**XX3498 POS PURCHASE AT SUPER SHINE AMES AMES IA 78706800 867129",06/07/2022,"XX3498 POS PURCHASE AT SUPER SHINE AMES AMES IA 78706800 867129","",-3.25,,"44052.98",,0.00
"20220606000000[-6:CST]*-712.75*0**IOWA BANKERS MTG ACH PMT XXXXXX2430",06/06/2022,"IOWA BANKERS MTG ACH PMT XXXXXX2430","",-712.75,,"44056.23",,0.00
"20220606000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000619 000520",06/06/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000619 000520","",-200.00,,"44768.98",,0.00
"20220606000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000619 000455",06/06/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000619 000455","",-200.00,,"44968.98",,0.00
"20220606000000[-6:CST]*-85.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 399222",06/06/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 399222","",-85.00,,"45168.98",,0.00
"20220606000000[-6:CST]*-30.36*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 79958074 804070",06/06/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 79958074 804070","",-30.36,,"45253.98",,0.00
"20220606000000[-6:CST]*-23.12*0**XX3498 POS PURCHASE AT FLAME-N-SKEWER AM ES IA 19328549 898845",06/06/2022,"XX3498 POS PURCHASE AT FLAME-N-SKEWER AM ES IA 19328549 898845","",-23.12,,"45284.34",,0.00
"20220606000000[-6:CST]*-22.97*0**XX3498 POS WITHDRAWAL. KUMGO 1215 AMES AMES IA 001 809614",06/06/2022,"XX3498 POS WITHDRAWAL. KUM&GO 1215 AMES AMES IA 001 809614","",-22.97,,"45307.46",,0.00
"20220606000000[-6:CST]*-20.66*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 77993422 461848",06/06/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 77993422 461848","",-20.66,,"45330.43",,0.00
"20220603000000[-6:CST]*-73.03*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 90448667 351267",06/03/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 90448667 351267","",-73.03,,"45351.09",,0.00
"20220602000000[-6:CST]*-20.66*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 76663649 739094",06/02/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 76663649 739094","",-20.66,,"45424.12",,0.00
"20220601000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 000732",06/01/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 000732","",-200.00,,"45444.78",,0.00
"20220601000000[-6:CST]*-41.06*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 18349178 398447",06/01/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 18349178 398447","",-41.06,,"45644.78",,0.00
"20220601000000[-6:CST]*-28.00*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 05254301 800514",06/01/2022,"XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 05254301 800514","",-28.00,,"45685.84",,0.00
"20220531000000[-6:CST]*-40.51*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 215071312199",05/31/2022,"XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 215071312199","",-40.51,,"45713.84",,0.00
"20220531000000[-6:CST]*-32.00*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 254845",05/31/2022,"XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T21 254845","",-32.00,,"45754.35",,0.00
"20220531000000[-6:CST]*-25.40*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 75021511 222246",05/31/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 75021511 222246","",-25.40,,"45786.35",,0.00
"20220531000000[-6:CST]*-9.93*0**XX3498 POS WITHDRAWAL. MCDONALD'S F1228 STUART IA 46825804 880024",05/31/2022,"XX3498 POS WITHDRAWAL. MCDONALD'S F1228 STUART IA 46825804 880024","",-9.93,,"45811.75",,0.00
"20220531000000[-6:CST]*-9.51*0**XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 29019241 353942",05/31/2022,"XX3498 POS PURCHASE AT B BOPS AMES NORT AMES IA 29019241 353942","",-9.51,,"45821.68",,0.00
"20220531000000[-6:CST]*-5.39*0**XX3498 POS WITHDRAWAL. GATEWAYEXPRESS AM ES IA 0004L710 215087091885",05/31/2022,"XX3498 POS WITHDRAWAL. GATEWAYEXPRESS AM ES IA 0004L710 215087091885","",-5.39,,"45831.19",,0.00
"20220531000000[-6:CST]*-3.00*0**XX3498 POS PURCHASE AT WOF COFFEE ROAST CEDAR RAPIDS IA 92000198 838207",05/31/2022,"XX3498 POS PURCHASE AT WOF COFFEE ROAST CEDAR RAPIDS IA 92000198 838207","",-3.00,,"45836.58",,0.00
"20220531000000[-6:CST]*-600.00*0**Miscellaneous Debit",05/31/2022,"Miscellaneous Debit","",-600.00,,"45839.58",,0.00
"20220527000000[-6:CST]*-86.21*0**CITY OF AMES UT BILL 002629810006826",05/27/2022,"CITY OF AMES UT BILL 002629810006826","",-86.21,,"46439.58",,0.00
"20220527000000[-6:CST]*-71.23*0**XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 203767",05/27/2022,"XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 203767","",-71.23,,"46525.79",,0.00
"20220527000000[-6:CST]*3639.11*501**DONNELLEY FINANC DIRECT DEP 932623509593 L5Z",05/27/2022,"DONNELLEY FINANC DIRECT DEP 932623509593 L5Z","",,3639.11,"46597.02",,0.00
"20220526000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA IA000624 000051",05/26/2022,"XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA IA000624 000051","",-200.00,,"42957.91",,0.00
"20220526000000[-6:CST]*-70.50*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 93086039 698399",05/26/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 93086039 698399","",-70.50,,"43157.91",,0.00
"20220526000000[-6:CST]*-12.84*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 93086096 273420",05/26/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 93086096 273420","",-12.84,,"43228.41",,0.00
"20220526000000[-6:CST]*-10.50*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 79003656 118599",05/26/2022,"XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 79003656 118599","",-10.50,,"43241.25",,0.00
"20220525000000[-6:CST]*-99.73*0**CITY OF AMES UT BILL 002819790003022",05/25/2022,"CITY OF AMES UT BILL 002819790003022","",-99.73,,"43251.75",,0.00
"20220525000000[-6:CST]*-26.77*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 41502174 696848",05/25/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 41502174 696848","",-26.77,,"43351.48",,0.00
"20220524000000[-6:CST]*-34.75*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 74899726 068048",05/24/2022,"XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 74899726 068048","",-34.75,,"43378.25",,0.00
"20220524000000[-6:CST]*-27.50*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 66200743 938378",05/24/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 66200743 938378","",-27.50,,"43413.00",,0.00
"20220524000000[-6:CST]*-12.13*0**XX3498 POS PURCHASE AT TACO BELL #30421 AMES IA 01083346 845096",05/24/2022,"XX3498 POS PURCHASE AT TACO BELL #30421 AMES IA 01083346 845096","",-12.13,,"43440.50",,0.00
"20220523000000[-6:CST]*-425.37*0**FARMERS INS EFT PYMT mXXXXX5868",05/23/2022,"FARMERS INS EFT PYMT mXXXXX5868","",-425.37,,"43452.63",,0.00
"20220523000000[-6:CST]*-40.00*0**VENMO PAYMENT 1020218296787",05/23/2022,"VENMO PAYMENT 1020218296787","",-40.00,,"43878.00",,0.00
"20220523000000[-6:CST]*-54.00*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 051603",05/23/2022,"XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 051603","",-54.00,,"43918.00",,0.00
"20220523000000[-6:CST]*-46.92*0**XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604461 352145",05/23/2022,"XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604461 352145","",-46.92,,"43972.00",,0.00
"20220523000000[-6:CST]*-42.00*0**XX3498 POS PURCHASE AT CASEYS #2905 AMES IA 600001 042636",05/23/2022,"XX3498 POS PURCHASE AT CASEYS #2905 AMES IA 600001 042636","",-42.00,,"44018.92",,0.00
"20220523000000[-6:CST]*-40.98*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 18992347 690898",05/23/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 18992347 690898","",-40.98,,"44060.92",,0.00
"20220523000000[-6:CST]*-30.82*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 09366770 890671",05/23/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 09366770 890671","",-30.82,,"44101.90",,0.00
"20220523000000[-6:CST]*-26.77*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 96766402 503789",05/23/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 96766402 503789","",-26.77,,"44132.72",,0.00
"20220523000000[-6:CST]*-9.83*0**XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00149115 606078",05/23/2022,"XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00149115 606078","",-9.83,,"44159.49",,0.00
"20220523000000[-6:CST]*-100.00*0**00052273 TRANSFER TO 780750 ON 5/23/22 A T 13:57",05/23/2022,"00052273 TRANSFER TO 780750 ON 5/23/22 A T 13:57","",-100.00,,"44169.32",,0.00
"20220520000000[-6:CST]*-90.75*0**Alliant - IPL PAYMENT 0061467186",05/20/2022,"Alliant - IPL PAYMENT 0061467186","",-90.75,,"44269.32",,0.00
"20220519000000[-6:CST]*-251.05*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 213993002354",05/19/2022,"XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 213993002354","",-251.05,,"44360.07",,0.00
"20220519000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 3725 STANGE ROAD AMES IA 5719G113 491068",05/19/2022,"XX3498 ATM WITHDRAWAL. 3725 STANGE ROAD AMES IA 5719G113 491068","",-200.00,,"44611.12",,0.00
"20220519000000[-6:CST]*-67.50*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 35614109 562324",05/19/2022,"XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 35614109 562324","",-67.50,,"44811.12",,0.00
"20220519000000[-6:CST]*-58.00*0**XX3498 POS PURCHASE AT SQ *THE ANGRY IR Ames IA 82893844 925402",05/19/2022,"XX3498 POS PURCHASE AT SQ *THE ANGRY IR Ames IA 82893844 925402","",-58.00,,"44878.62",,0.00
"20220519000000[-6:CST]*-20.66*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 57443567 883503",05/19/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 57443567 883503","",-20.66,,"44936.62",,0.00
"20220518000000[-6:CST]*-2664.00*0**DHS CSRU IOW DHS IOWDHS011426109",05/18/2022,"DHS CSRU IOW DHS IOWDHS011426109","",-2664.00,,"44957.28",,0.00
"20220518000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS011426110",05/18/2022,"DHS CSRU conv fee IOWDHS011426110","",-0.29,,"47621.28",,0.00
"20220518000000[-6:CST]*-39.50*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 15661539 376648",05/18/2022,"XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 15661539 376648","",-39.50,,"47621.57",,0.00
"20220517000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-620-8880",05/17/2022,"CLUB FEES PLANET FIT 515-620-8880","",-24.60,,"47661.07",,0.00
"20220517000000[-6:CST]*-50.75*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 92285235 642213",05/17/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 92285235 642213","",-50.75,,"47685.67",,0.00
"20220517000000[-6:CST]*-19.80*0**XX3498 POS PURCHASE AT SQ *THE FLYING E Marshalltown IA 15636724 560678",05/17/2022,"XX3498 POS PURCHASE AT SQ *THE FLYING E Marshalltown IA 15636724 560678","",-19.80,,"47736.42",,0.00
"20220516000000[-6:CST]*-230.38*0**VERIZON WIRELESS PAYMENTS 05885909720000 1",05/16/2022,"VERIZON WIRELESS PAYMENTS 05885909720000 1","",-230.38,,"47756.22",,0.00
"20220516000000[-6:CST]*-45.00*0**VENMO PAYMENT 1020126562512",05/16/2022,"VENMO PAYMENT 1020126562512","",-45.00,,"47986.60",,0.00
"20220516000000[-6:CST]*-25.00*0**VENMO PAYMENT 1020126578438",05/16/2022,"VENMO PAYMENT 1020126578438","",-25.00,,"48031.60",,0.00
"20220516000000[-6:CST]*-33.53*0**XX3498 POS PURCHASE AT BOULDER TAP HOUS AMES IA 88301021 648984",05/16/2022,"XX3498 POS PURCHASE AT BOULDER TAP HOUS AMES IA 88301021 648984","",-33.53,,"48056.60",,0.00
"20220516000000[-6:CST]*-25.47*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 81437804 811476",05/16/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 81437804 811476","",-25.47,,"48090.13",,0.00
"20220516000000[-6:CST]*-20.66*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 48158597 137409",05/16/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR AMES IA 48158597 137409","",-20.66,,"48115.60",,0.00
"20220516000000[-6:CST]*-19.50*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 05453338 338832",05/16/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 05453338 338832","",-19.50,,"48136.26",,0.00
"20220516000000[-6:CST]*-12.84*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 05453502 060200",05/16/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 05453502 060200","",-12.84,,"48155.76",,0.00
"20220516000000[-6:CST]*-6.35*0**XX3498 POS PURCHASE AT TST* Burgies Cof Ames IA 70416806 924084",05/16/2022,"XX3498 POS PURCHASE AT TST* Burgies Cof Ames IA 70416806 924084","",-6.35,,"48168.60",,0.00
"20220513000000[-6:CST]*-118.99*0**Alliant - IPL PAYMENT 3836938783",05/13/2022,"Alliant - IPL PAYMENT 3836938783","",-118.99,,"48174.95",,0.00
"20220513000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 619206 000017",05/13/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 619206 000017","",-200.00,,"48293.94",,0.00
"20220513000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 24453167 470307",05/13/2022,"XX3498 POS PURCHASE AT SQ *ACPS Ames IA 24453167 470307","",-25.00,,"48493.94",,0.00
"20220513000000[-6:CST]*-17.43*0**XX3498 POS PURCHASE AT HY-VEE AMES 2 MK AMES IA 09187549 292182",05/13/2022,"XX3498 POS PURCHASE AT HY-VEE AMES 2 MK AMES IA 09187549 292182","",-17.43,,"48518.94",,0.00
"20220513000000[-6:CST]*3639.10*501**DONNELLEY FINANC DIRECT DEP 927823417610 L5Z",05/13/2022,"DONNELLEY FINANC DIRECT DEP 927823417610 L5Z","",,3639.10,"48536.37",,0.00
"20220512000000[-6:CST]*-78.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 901622",05/12/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 901622","",-78.00,,"44897.27",,0.00
"20220511000000[-6:CST]*-52.49*0**XX3498 POS PURCHASE AT JIFFY LUBE #342 A MES IA 00098514 352367",05/11/2022,"XX3498 POS PURCHASE AT JIFFY LUBE #342 A MES IA 00098514 352367","",-52.49,,"44975.27",,0.00
"20220511000000[-6:CST]*-42.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 905662",05/11/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 905662","",-42.00,,"45027.76",,0.00
"20220511000000[-6:CST]*-27.66*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 90111745 487975",05/11/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 90111745 487975","",-27.66,,"45069.76",,0.00
"20220511000000[-6:CST]*-7.42*0**XX3498 POS PURCHASE AT SQ *CAFE DIEM Ame s IA 63005199 346019",05/11/2022,"XX3498 POS PURCHASE AT SQ *CAFE DIEM Ame s IA 63005199 346019","",-7.42,,"45097.42",,0.00
"20220510000000[-6:CST]*2.96*501**Interest paid",05/10/2022,"Interest paid","",,2.96,"45104.84",,0.00
"20220510000000[-6:CST]*-2146.00*1*1037*Check",05/10/2022,"Check","",-2146.00,,"45101.88",1037,0.00
"20220510000000[-6:CST]*-70.08*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 39473046 005696",05/10/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 39473046 005696","",-70.08,,"47247.88",,0.00
"20220510000000[-6:CST]*-25.44*0**XX3498 POS WITHDRAWAL. ADVANCE AUTO PA A MES IA 12204901 752964",05/10/2022,"XX3498 POS WITHDRAWAL. ADVANCE AUTO PA A MES IA 12204901 752964","",-25.44,,"47317.96",,0.00
"20220509000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 374",05/09/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 374","",-200.00,,"47343.40",,0.00
"20220509000000[-6:CST]*-133.49*0**XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 708750",05/09/2022,"XX3498 POS WITHDRAWAL. ALDI 72048 AMES I A 88741003 708750","",-133.49,,"47543.40",,0.00
"20220509000000[-6:CST]*-122.45*0**XX3498 POS PURCHASE AT AUNT MAUDES AMES IA 75769966 212900180979",05/09/2022,"XX3498 POS PURCHASE AT AUNT MAUDES AMES IA 75769966 212900180979","",-122.45,,"47676.89",,0.00
"20220509000000[-6:CST]*-113.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 583309",05/09/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 583309","",-113.00,,"47799.34",,0.00
"20220509000000[-6:CST]*-51.65*0**XX3498 POS PURCHASE AT PHO  TEA CAFE LL C AMES IA 8641 212800074284",05/09/2022,"XX3498 POS PURCHASE AT PHO & TEA CAFE LL C AMES IA 8641 212800074284","",-51.65,,"47912.34",,0.00
"20220509000000[-6:CST]*-38.75*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE AMES IA 372038000053360 2127",05/09/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE AMES IA 372038000053360 2127","",-38.75,,"47963.99",,0.00
"20220509000000[-6:CST]*-33.00*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 GR AND A AMES IA 12108T22 13507528",05/09/2022,"XX3498 POS WITHDRAWAL. WALGREENS 2719 GR AND A AMES IA 12108T22 13507528","",-33.00,,"48002.74",,0.00
"20220509000000[-6:CST]*-12.13*0**XX3498 POS PURCHASE AT TACO BELL #30421 AMES IA 0090 212900082161",05/09/2022,"XX3498 POS PURCHASE AT TACO BELL #30421 AMES IA 0090 212900082161","",-12.13,,"48035.74",,0.00
"20220509000000[-6:CST]*-6.69*0**XX3498 POS PURCHASE AT PHO  TEA CAFE LL C AMES IA 8641 212800074285",05/09/2022,"XX3498 POS PURCHASE AT PHO & TEA CAFE LL C AMES IA 8641 212800074285","",-6.69,,"48047.87",,0.00
"20220506000000[-6:CST]*-3581.71*0**CHASE CREDIT CRD AUTOPAY 000000000151578",05/06/2022,"CHASE CREDIT CRD AUTOPAY 000000000151578","",-3581.71,,"48054.56",,0.00
"20220506000000[-6:CST]*-66.01*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372038000053360 2126",05/06/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372038000053360 2126","",-66.01,,"51636.27",,0.00
"20220505000000[-6:CST]*-712.75*0**IOWA BANKERS MTG ACH PMT XXXXXX2430",05/05/2022,"IOWA BANKERS MTG ACH PMT XXXXXX2430","",-712.75,,"51702.28",,0.00
"20220505000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 124",05/05/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 124","",-200.00,,"52415.03",,0.00
"20220505000000[-6:CST]*-51.92*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372038000053360 2125",05/05/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372038000053360 2125","",-51.92,,"52615.03",,0.00
"20220505000000[-6:CST]*-30.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HAR DWARE AMES IA 7137 212500119894",05/05/2022,"XX3498 POS PURCHASE AT O DONNELL ACE HAR DWARE AMES IA 7137 212500119894","",-30.00,,"52666.95",,0.00
"20220504000000[-6:CST]*-1444.13*0**InstaMed MCFARLAND 021000028725387",05/04/2022,"InstaMed MCFARLAND 021000028725387","",-1444.13,,"52696.95",,0.00
"20220504000000[-6:CST]*-33.56*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2124",05/04/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2124","",-33.56,,"54141.08",,0.00
"20220503000000[-6:CST]*-26.00*0**RENT ON SAFE DEPOSIT BOX 10000703",05/03/2022,"RENT ON SAFE DEPOSIT BOX 10000703","",-26.00,,"54174.64",,0.00
"20220503000000[-6:CST]*-25.15*0**XX3498 POS PURCHASE AT NORTH GRAND CINEM A AMES IA 650000012154665 2123001",05/03/2022,"XX3498 POS PURCHASE AT NORTH GRAND CINEM A AMES IA 650000012154665 2123001","",-25.15,,"54200.64",,0.00
"20220502000000[-6:CST]*-3000.00*1*1036*Check",05/02/2022,"Check","",-3000.00,,"54225.79",1036,0.00
"20220502000000[-6:CST]*-118.12*1*1035*Check",05/02/2022,"Check","",-118.12,,"57225.79",1035,0.00
"20220502000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 330",05/02/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 330","",-200.00,,"57343.91",,0.00
"20220502000000[-6:CST]*-89.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08722514",05/02/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08722514","",-89.00,,"57543.91",,0.00
"20220502000000[-6:CST]*-71.75*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 07491624",05/02/2022,"XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 07491624","",-71.75,,"57632.91",,0.00
"20220502000000[-6:CST]*-31.42*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2120",05/02/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2120","",-31.42,,"57704.66",,0.00
"20220502000000[-6:CST]*-26.05*0**XX3498 POS PURCHASE AT CYCLONE LIQUORS 3 AMES IA 4445032726275 2120001550",05/02/2022,"XX3498 POS PURCHASE AT CYCLONE LIQUORS 3 AMES IA 4445032726275 2120001550","",-26.05,,"57736.08",,0.00
"20220502000000[-6:CST]*-14.24*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2122",05/02/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2122","",-14.24,,"57762.13",,0.00
